NUM_LICENSED_BEDS,NUM_STAFFED_BEDS,NUM_ICU_BEDS,ADULT_ICU_BEDS,PEDI_ICU_BEDS,BED_UTILIZATION,Potential_Increase_In_Bed_Capac,AVG_VENTILATOR_USAGE,cases,deaths
25,11,2,2,0,0.36936489,14,2,98,0
24,24,4,4,0,0.20308219,0,2,3369,227
25,6,6,6,0,0.4949041,19,2,1902,0
,,,,,,,,2276,47
25,25,4,4,0,0.085808218,0,1,218,0
,,,,,,,,109,19
,,,,,,,,4608,76
1572,1479,116,116,75,2.74610401,93,41,112278,7676
55,69,9,9,0,0.67739439,-14,2,3268,7
3127,3656,274,274,162,6.26888747,-529,85,,
573,492,47,47,14,2.008268,81,16,32081,2529
186,260,46,46,0,0.42149544,-74,3,5163,139
99,85,15,15,0,0.50362611,14,2,5190,78
356,208,27,27,0,0.952826352,148,6,4629,191
471,326,24,24,18,2.13892084,145,8,9269,306
58,58,7,7,0,0.17264998,0,2,8650,110
300,300,21,21,0,0.43888584,0,11,6221,276
192,95,9,9,0,0.65912038,97,5,22465,2088
162,103,12,12,0,0.30531567,59,2,2639,0
63,56,10,10,0,1.05602968,7,2,5437,6
942,874,59,59,15,1.89483691,68,13,258405,8282
2587,2279,236,236,129,5.89990243,308,44,355630,28545
25,25,4,4,0,0.43265754,0,1,2872,0
171,126,13,13,0,0.57657146,45,4,1486,0
74,58,8,8,0,0.36334434,16,3,10536,635
133,131,10,10,0,0.37336493,2,2,12780,274
,,,,,,,,13848,205
,,,,,,,,372,0
25,25,4,4,0,0.61084932,0,2,6752,98
330,287,18,18,12,1.4060051,43,5,5280,0
5838,4320,282,282,216,10.37918853,1518,160,,
31,25,6,6,0,0.46531507,6,2,1126,0
67,67,12,12,0,0.30770802,0,2,7077,233
126,126,10,10,0,0.79547754,0,4,18575,252
2331,2038,247,247,100,4.584553,293,34,169519,11850
120,100,8,8,0,0.62071234,20,5,5423,225
4758,3598,334,334,237,7.01346488,1160,173,2912922,171835
8860,7473,944,944,460,14.028702,1387,211,,
,,,,,,,,14523703,1419221
482,443,32,32,0,1.46233437,39,7,55487,2582
988,774,37,37,0,2.19322736,214,15,57175,2792
1596,1838,145,145,86,2.86124033,-242,38,117053,6560
384,307,27,27,0,1.34377926,77,8,11392,793
1112,985,76,76,20,3.13866353,127,29,711232,22736
39,25,4,4,0,0.3020274,14,2,11781,1281
132,132,8,8,0,0.26668742,0,3,6837,14
247,220,26,26,0,1.09361875,27,7,5204,402
164,120,10,10,0,0.37936509,44,3,81299,3866
3210,2663,146,146,92,5.44003487,547,65,,
292,257,30,30,0,1.44087261,35,8,28968,1891
1177,1060,72,72,40,2.4538346,117,51,,
1326,989,50,50,20,2.13056076,337,14,948226,29973
259,259,30,30,0,1.79914755,0,5,32057,263
483,351,39,39,0,1.33156747,132,7,43069,1975
25,40,7,7,0,0.27099302,-15,2,3263,0
25,25,4,4,0,0.39649314,0,2,710,0
,,,,,,,,3493,22
387,384,27,27,0,3.10177206,3,8,13693,144
555,535,14,14,0,1.23855288,20,7,16972,1095
3941,3568,298,298,109,10.66566002,373,132,2774254,117056
169,99,18,18,0,0.69986301,70,5,82071,1598
,,,,,,,,7444,873
212,163,16,16,0,0.43833035,49,5,11806,144
325,209,28,28,0,1.80815056,116,5,108188,2223
,,,,,,,,0,4597
391,361,24,24,0,0.31404394,30,4,15095,1525
,,,,,,,,13666,527
120,101,8,8,0,0.49947104,19,2,7257,48
3014,2427,233,233,109,8.38892725,587,69,2433279,95934
62,50,5,5,0,0.30821916,12,2,5528,221
35,25,4,4,0,0.23309588,10,2,1938,273
238,176,20,20,12,0.573708,62,7,21912,944
,,,,,,,,1678,0
41,25,4,4,0,0.089643836,16,2,984,0
15,15,3,3,0,0.1369863,0,2,3595,26
76,25,4,4,0,0.50728768,51,2,1661,13
50,21,4,4,0,0.21891716,29,2,135,0
142,72,8,8,0,0.50403351,70,3,2294,0
6,6,1,1,0,0.66392696,0,2,6121,208
58,25,4,4,0,0.34367123,33,2,6295,88
139,126,23,23,0,1.71463166,13,4,7888,280
1128,982,151,151,51,3.06232291,146,31,16020,1042
746,587,16,16,4,1.08384761,159,3,22832,866
457,447,15,15,25,0.64568663,10,14,31677,1224
110,110,12,12,0,0.48724782,0,3,8101,110
,,,,,,,,221,0
135,99,8,8,0,0.66068906,36,5,2673,220
,,,,,,,,3817,46
613,426,52,52,6,0.781329,187,15,12798,300
25,25,4,4,0,0.49073973,0,2,35736,1395
57,25,5,5,0,0.65841097,32,2,1560,84
49,25,4,4,0,0.56263012,24,2,889,0
,,,,,,,,436,0
375,292,57,57,0,0.76703096,83,10,6149,131
154,154,27,27,0,0.3223092,0,2,17550,1279
350,287,72,72,0,0.62120187,63,12,9824,297
965,821,56,56,44,1.66676569,144,22,36016,1059
,,,,,,,,713,0
21,21,4,4,0,0.3181996,0,2,1318,81
240,154,29,29,0,0.8575176,86,4,24344,685
50,50,9,9,0,0,0,1,5163,162
81,49,9,9,0,0.55610847,32,3,37745,653
1597,1509,174,174,135,2.79621027,88,35,98949,2503
117,101,15,15,0,0.35630003,16,4,11391,459
2084,1940,196,196,100,3.29023909,144,38,68275,795
,,,,,,,,10363,1267
435,383,57,57,0,0.73484743,52,12,19392,419
,,,,,,,,1104,39
,,,,,,,,169,0
1442,1342,164,164,0,1.8204259,100,2,21616,604
,,,,,,,,4215,80
1388,955,124,124,36,2.59616199,433,39,72120,3722
204,106,16,16,0,0.48017576,98,3,9199,79
248,243,32,32,0,1.18785417,5,4,17758,1260
154,122,12,12,0,0.37686953,32,3,2284,0
325,233,27,27,0,1.02485648,92,6,20518,2349
114,70,10,10,0,0.5020352,44,3,5321,172
49,41,11,11,0,0.27357167,8,2,11953,43
,,,,,,,,91,0
514,410,36,36,0,1.15425214,104,14,16747,327
86,82,9,9,0,0.40751755,4,3,1959,49
199,179,24,24,0,0.52253771,20,7,28322,1319
,,,,,,,,1439,162
137,127,8,8,1,0.30633157,10,5,23270,179
261,150,190,190,0,0.44851142,111,10,11177,369
101,101,10,10,0,0.5114336,0,4,4745,0
83,49,9,9,0,1.04841461,34,3,4254,77
,,,,,,,,154,0
49,43,6,6,0,0.25281936,6,2,3421,173
65,49,9,9,0,0.4373652,16,3,4485,59
2662,2370,188,188,164,6.98180503,292,66,258337,5351
46,25,4,4,0,0.52292681,21,2,713,0
37,3,2,2,0,0.63652968,34,2,6572,218
402,412,56,56,13,0.67233676,-10,14,11800,513
395,372,29,29,9,1.26045403,23,11,11853,221
861,769,45,45,51,1.27715862,92,16,13133,249
,,,,,,,,9298,636
306,231,14,14,0,1.2814948,75,9,6516,144
1006,886,47,47,20,0.84258151,120,16,22726,2042
,,,,,,,,711,0
182,91,10,10,0,0.58883035,91,4,5908,482
86,25,4,4,0,0.45873973,61,1,4359,49
,,,,,,,,1409,101
98,38,6,6,0,0.24455659,60,2,2928,55
1088,961,83,83,12,1.87704158,127,40,18380,144
35,25,6,6,0,0.51057535,10,2,2415,156
145,145,12,12,0,0.25003305,0,4,34863,665
64,64,0,0,0,0.11276533,0,0,8228,187
452,246,25,25,0,0.60103577,206,11,39107,1042
229,108,9,9,0,0.25410959,121,3,4857,157
427,328,21,21,0,0.69676584,99,5,40726,2003
143,111,18,18,0,0.24921633,32,2,11407,456
146,59,8,8,0,0.40338984,87,2,23389,130
104,97,8,8,0,0.55172998,7,3,4212,1
109,97,10,10,0,0.32071742,12,4,4959,278
99,25,4,4,0,0.20054795,74,1,3213,2
226,181,24,24,0,0.78788262,45,4,9894,77
68,44,8,8,0,0.65518266,24,1,897,0
92,25,4,4,0,0.58341461,67,2,837,19
,,,,,,,,288,0
182,182,14,14,4,0.50689447,0,8,29811,1100
184,91,20,20,0,0.51702541,93,6,15580,1148
2376,2096,177,177,80,5.03832241,280,49,115816,1922
,,,,,,,,3631,62
49,33,4,4,0,0.056965519,16,1,1998,199
117,95,10,10,4,0.40749821,22,2,1488,0
569,514,16,16,0,1.4028396,55,6,66037,1025
130,93,8,8,0,0.33038738,37,4,21991,219
294,270,14,14,0,0.25708777,24,9,20851,654
,,,,,,,,8245,130
,,,,,,,,784,0
25,25,4,4,0,0.27068493,0,2,,
25,25,4,4,0,0.32273972,0,2,432,0
,,,,,,,,85,0
,,,,,,,,3,0
25,25,4,4,0,0.71693152,0,0,104,0
23,23,4,4,0,0.10196546,0,0,77,0
,,,,,,,,325,0
510,386,52,52,0,1.10988355,124,9,8839,0
1291,1105,280,280,0,3.09631974,186,27,84049,2480
20,20,3,3,0,0.062602736,0,1,4,0
20,20,3,3,0,0.22027397,0,1,47,0
15,15,3,3,0,0.26319635,0,0,87,0
,,,,,,,,767,0
,,,,,,,,217,0
14,14,2,2,0,0.10332681,0,0,187,77
25,25,4,4,0,0.1330411,0,0,90,0
379,339,28,28,0,1.3858991,40,6,19524,151
25,30,5,5,0,0.83132422,-5,0,127,0
18,18,3,3,0,0.11476408,0,1,34,0
,,,,,,,,27,0
,,,,,,,,125,0
,,,,,,,,138,85
44,44,7,7,0,0.24732877,0,0,89,0
24,24,4,4,0,0.10308219,0,0,1147,0
47,47,8,8,0,1.24130016,0,0,460,0
13,13,2,2,0,0.3024236,0,0,241,0
41,41,6,6,0,0.44878048,0,2,3537,156
11,11,2,2,0,0.14894147,0,0,2885,0
19,19,3,3,0,0.14160058,0,0,71,0
,,,,,,,,85,0
20,20,3,3,0,0.14589041,0,0,318,0
25,25,4,4,0,0.294137,0,0,244,0
25,25,4,4,0,0.34652054,0,2,502,36
25,25,4,4,0,0.38816437,0,1,411,0
,,,,,,,,101,0
,,,,,,,,1177,0
52,52,9,9,0,0.53710808,0,0,278,0
,,,,,,,,189,0
,,,,,,,,17,0
12,12,2,2,0,0.023972603,0,0,187,0
,,,,,,,,236,0
25,25,4,4,0,0.49424657,0,2,4323,149
,,,,,,,,37,0
165,133,6,6,0,1.10578793,32,2,1576,2
20,20,3,3,0,0.15863013,0,0,,
41,41,7,7,0,0.55544522,0,1,525,0
,,,,,,,,97,98
28,28,4,4,0,0.78708413,0,1,764,0
190,190,23,23,16,1.21697909,0,4,2649,72
25,25,4,4,0,0.23342466,0,0,232,0
50,50,8,8,0,0.59956163,0,2,1411,0
,,,,,,,,1574,160
25,25,4,4,0,0.50695974,0,1,603,36
816,469,44,44,0,2.309614049,347,15,12015,1905
123,39,6,6,0,0.52876711,84,4,1237,0
431,286,39,39,0,2.67253511,145,7,17148,1761
156,156,11,11,0,1.08374777,0,3,873,85
131,36,6,6,0,0.38744292,95,2,3949,204
165,165,13,13,0,0.78934858,0,6,21495,766
,,,,,,,,1628,84
790,631,56,56,0,3.04331762,159,17,46263,1367
,,,,,,,,2014,129
25,25,4,4,0,0.32383561,0,2,1634,74
270,270,42,42,0,1.59710844,0,4,14761,299
160,147,16,16,0,0.52359188,13,4,11524,294
179,89,8,8,0,0.350137,90,3,2873,3
331,219,20,20,0,0.82340574,112,7,38009,2819
56,56,7,7,0,0.31560665,0,3,2272,0
75,50,9,9,0,0.79660275,25,4,6100,160
7639,5981,794,794,206,12.01491081,1658,143,257458,13362
104,40,6,6,0,0.27356166,64,3,9727,1293
104,73,16,16,0,0.88061464,31,5,2106,94
124,124,6,6,0,0.88496288,0,2,19624,625
287,183,18,18,0,0.54430723,104,4,8549,606
255,223,22,22,0,0.6993247,32,7,16652,339
25,25,5,5,0,0.27682191,0,2,2146,0
5541,5514,583,583,260,12.97193361,27,149,325461,13066
117,25,7,7,0,0.27528766,92,2,2465,0
287,157,14,14,0,0.25165343,130,3,564,91
124,124,12,12,0,0.55033141,0,6,16595,1652
263,235,20,20,0,1.06516182,28,5,6101,342
189,90,11,11,0,0.32453576,99,4,1957,56
5090,4202,349,349,163,10.60544216,888,95,151668,8171
201,166,29,29,0,0.58359274,35,6,3362,75
25,25,4,4,0,0.1469589,0,2,3269,78
25,25,4,4,0,0.097643837,0,2,519,3
31,25,5,5,0,0.2860274,6,2,815,0
70,50,8,8,0,0.78016439,20,4,1386,50
25,25,4,4,0,0.45578083,0,2,3099,211
69,41,4,4,0,0.25773472,28,2,2344,104
139,98,12,12,0,0.63017914,41,3,3524,86
25,24,6,6,0,0.31164384,1,2,709,0
256,171,20,20,0,0.48259231,85,6,4107,110
111,65,12,12,0,0.49930453,46,2,1653,82
294,471,27,27,0,1.2463223,-177,7,18404,733
8,8,1,1,0,0.018493151,0,0,2075,2
262,262,20,20,0,0.99610933,0,11,14742,576
115,39,7,7,0,0.25345978,76,2,2177,0
887,838,62,62,0,4.4109833,49,15,42979,3283
3434,2168,261,261,46,7.74761921,1266,61,131249,13027
94,45,13,13,0,0.24645358,49,2,7803,392
1039,662,86,86,0,3.57266639,377,25,86740,10075
174,174,15,15,0,0.35537711,0,3,164313,1250
191,150,15,15,0,0.81498986,41,4,19767,1418
,,,,,,,,311,0
88,42,5,5,0,0.36392695,46,2,9402,273
182,119,42,42,0,0.40911707,63,4,20926,2127
,,,,,,,,3125,454
2533,2148,252,252,125,5.76596469,385,43,41222,960
,,,,,,,,351,0
25,23,3,3,0,0.11661703,2,2,5766,57
321,282,24,24,0,0.49932966,39,12,2560,21
,,,,,,,,377,0
25,25,4,4,0,0.12142466,0,2,5057,589
25,25,4,4,0,0.18345205,0,1,799,0
,,,,,,,,1198,49
83,83,8,8,0,0.1626725,0,2,127061,1834
25,25,4,4,0,0.28832877,0,2,429,0
302,191,16,16,0,0.39163738,111,6,21332,3444
,,,,,,,,2344,76
,,,,,,,,5240,754
409,279,41,41,0,1.38987431,130,8,11250,181
402,330,12,12,0,0.56054217,72,15,4091,94
245,152,18,18,0,0.301398882,93,5,4307,589
446,202,18,18,0,0.706050618,244,7,981,0
144,69,5,5,0,0.98521307,75,2,1403,123
90,61,7,7,0,0.28196722,29,2,2870,120
1675,1006,129,129,0,3.33743514,669,34,42248,5151
2527,2096,231,231,40,6.19824848,431,54,78005,8300
752,517,43,43,0,3.26747695,235,9,34128,2830
174,153,14,14,0,0.351460616,21,7,17143,194
97,60,7,7,0,0.23694064,37,3,2821,26
,,,,,,,,2,0
195,145,5,5,0,1.06783709,50,2,439,0
,,,,,,,,928,55
372,265,22,22,0,1.11941322,107,5,21384,1062
243,213,15,15,0,0.90327135,30,10,7659,1073
184,129,18,18,0,0.69645733,55,8,15074,2823
123,100,11,11,0,0.60292238,23,2,3029,69
149,149,18,18,0,0.19773906,0,3,16790,2486
31,24,4,4,0,0.42418033,7,1,2447,170
67,30,5,5,0,0.49452055,37,1,5556,242
,,,,,,,,71,0
25,25,4,4,0,0.29983562,0,1,228,0
24,24,4,4,0,0.075228311,0,1,1293,0
62,34,6,6,0,0.50024176,28,3,420,0
42,42,7,7,0,0.2085415,0,0,318,0
191,183,16,16,0,0.53912485,8,6,1682,63
42,42,7,7,0,1.24767125,0,0,8322,576
75,74,8,8,0,0.50062269,1,2,9015,226
212,162,17,17,0,0.67682618,50,4,1755,57
150,122,23,23,0,0.90836671,28,6,2453,77
34,34,6,6,0,0.31297341,0,2,2610,26
25,25,4,4,0,0.10213698,0,1,63,0
658,533,70,70,0,1.78830677,125,15,35727,2507
20,20,3,3,0,0.21287671,0,0,127,0
550,365,35,35,0,1.87140833,185,9,14923,172
,,,,,,,,399,107
255,235,6,6,0,0.2325636,20,2,984,0
95,89,18,18,0,1.05122784,6,2,6850,475
80,70,8,8,0,0.34032268,10,4,1460,0
58,58,6,6,0,0.26230514,0,2,7021,951
18,18,3,3,0,0.24292238,0,0,185,0
23,25,4,4,0,0.087013699,-2,1,2,0
436,349,34,34,0,1.09394217,87,9,1854,74
26,26,5,5,0,0.69536352,0,1,1418,55
75,49,9,9,0,0.19312273,26,2,4970,161
,,,,,,,,154,0
18,18,3,3,0,0.24870624,0,1,4846,487
25,22,4,4,0,0.22802095,3,0,,
25,15,3,3,0,0.17187214,10,0,66,0
,,,,,,,,348,0
25,25,4,4,0,0.29643837,0,2,71,0
49,49,6,6,0,0.48560247,0,3,1554,98
18,25,4,4,0,0.11189041,-7,0,211,0
25,25,4,4,0,0.18049315,0,1,246,0
189,82,16,16,0,0.56343673,107,5,4334,487
25,25,4,4,0,0.21731506,0,1,747,0
38,38,7,7,0,0.16669069,0,2,383,0
,,,,,,,,409,80
43,25,4,4,0,0.41432387,18,2,975,46
50,50,8,8,0,1.07200001,0,1,1395,101
25,25,4,4,0,0.24657534,0,2,1341,55
25,25,4,4,0,0.35156164,0,1,722,0
25,25,4,4,0,0.0889863,0,0,351,70
25,21,4,4,0,0.21669929,4,1,497,0
48,24,4,4,0,0.13584475,24,2,2343,284
39,39,7,7,0,0.11654373,0,1,5967,151
25,25,6,6,0,0.41632876,0,1,3767,36
,,,,,,,,674,35
25,25,4,4,0,0.65589041,0,0,273,0
457,401,34,34,0,1.31440449,56,12,3306,431
26,26,5,5,0,0.16002245,0,1,705,0
25,25,4,4,0,0.20249084,0,1,1633,14
24,25,4,4,0,0.075068496,-1,0,219,0
4927,3904,487,487,186,13.39818657,1023,93,82845,3499
115,119,15,15,0,1.3652084,-4,3,1674,0
40,40,7,7,0,0.67254797,0,2,6814,612
70,144,9,9,0,0.14677936,-74,2,2569,102
14,14,2,2,0,0.45185909,0,0,2607,167
216,161,11,11,0,0.38948749,55,6,4760,59
164,132,15,15,0,1.18357104,32,4,2598,177
276,240,25,25,0,1.55515984,36,4,1069,123
130,111,19,19,0,0.99063596,19,7,4134,290
23,42,7,7,0,0.25368559,-19,0,182,0
15,15,3,3,0,0.15835616,0,0,,
127,100,14,14,0,0.52309134,27,3,5311,300
32,32,6,6,0,0.1797089,0,2,1491,145
41,41,7,7,0,0.15743402,0,1,1133,222
110,86,9,9,0,0.436827,24,2,2301,82
33,25,8,8,0,0.15617022,8,1,40521,266
,,,,,,,,1131,42
4638,3047,344,344,120,11.56658986,1591,114,69418,3199
,,,,,,,,0,1
100,100,6,6,0,0.37693152,0,2,10520,1116
140,81,14,14,0,0.42531544,59,6,20874,1937
14,14,2,2,0,0.19432485,0,0,77,0
25,25,4,4,0,0.20577903,0,1,227,0
115,64,6,6,0,0.97365298,51,2,283,0
36,21,2,2,0,0.28701892,15,2,50,0
188,169,12,12,0,0.53736794,19,4,3689,362
699,570,70,70,20,2.21380863,129,10,22871,767
83,48,8,8,0,0.90645009,35,4,2207,0
,,,,,,,,1246,0
218,166,18,18,0,1.22720647,52,9,1727,0
16,16,3,3,0,0.46455479,0,2,264,0
24,16,3,3,0,0.31078768,8,1,389,0
304,270,36,36,0,1.1613091,34,8,8010,0
190,156,35,35,0,0.80476516,34,8,1998,0
25,14,2,2,0,0.4003914,11,0,95,0
25,19,2,2,0,0.24498919,6,2,56,0
25,25,4,4,0,0.43243834,0,2,1922,0
1195,1071,34,34,0,1.48497319,124,18,4788,0
25,25,4,4,0,0.28438357,0,2,2143,0
125,122,12,12,0,0.54706937,3,4,1846,73
176,105,18,18,0,0.43958253,71,2,3308,0
24,24,4,4,0,0.31404111,0,1,92,0
749,721,84,84,36,2.79503474,28,13,5113,181
50,50,8,8,0,0.75879452,0,4,3814,1
128,92,15,15,0,0.93735924,36,4,8148,602
49,44,8,8,0,0.30168119,5,3,1565,16
1120,1067,68,68,27,2.35139003,53,19,59036,1711
21,21,4,4,0,0.28819308,0,1,854,2
2987,2157,261,261,152,4.68961081,830,41,75103,3822
25,15,3,3,0,0.23963471,10,1,6148,523
,,,,,,,,79,0
49,25,4,4,0,0.48317808,24,2,472,0
114,66,11,11,0,0.90728766,48,4,7421,141
25,25,4,4,0,0.44920549,0,2,2270,0
25,23,4,4,0,0.28528887,2,2,156,0
49,43,17,17,0,0.3728576,6,4,1644,58
844,783,69,69,47,2.56839188,61,13,50729,1116
128,90,11,11,0,1.11245203,38,4,4701,549
76,76,8,8,0,0.58175921,0,4,14226,411
7109,6086,638,638,218,13.22073492,1023,88,124043,9217
147,131,12,12,0,0.30776954,16,2,4125,251
320,229,25,25,0,1.01937097,91,5,36076,4732
40,40,4,4,0,0.27564687,0,2,2422,108
1326,1142,74,74,36,4.06568117,184,12,245567,15553
576,554,42,42,0,1.89952548,22,12,2709,36
314,310,46,46,0,1.68111492,4,15,2919,249
1137,993,183,183,10,3.80732852,144,33,299857,26253
422,392,35,35,0,0.55685449,30,3,16222,678
537,423,26,26,16,1.4081374,114,18,3254,151
,,,,,,,,136,0
159,68,6,6,0,0.50737309,91,3,15487,1309
452,432,43,43,0,1.91672728,20,5,9734,303
1477,1435,105,105,18,3.23327716,42,25,159091,14256
182,169,7,7,0,1.05486291,13,2,1858,102
266,241,22,22,16,0.90363794,25,10,2352,0
63,63,11,11,0,0.28672035,0,2,3063,81
166,143,22,22,0,0.264216538,23,4,22800,1662
283,170,16,16,0,0.94431743,113,4,1843,0
683,612,61,61,5,2.62883129,71,18,36069,2589
1395,1261,97,97,79,3.84300423,134,25,72774,3927
1071,948,94,94,24,2.19442624,123,42,381567,30299
35,25,4,4,0,0.58882195,10,2,361,11
1160,1040,81,81,45,2.8332849,120,26,15680,275
224,210,26,26,0,0.8764624,14,5,6610,289
,,,,,,,,532,0
454,411,80,80,7,1.5970647,43,9,39449,1599
21,21,4,4,0,0.33750814,0,1,743,37
23,23,4,4,0,0.35294819,0,2,2148,15
71,57,7,7,0,0.29473683,14,2,10993,99
166,110,12,12,0,0.49083439,56,2,5798,317
84,69,9,9,0,0.79165131,15,4,647,11
,,,,,,,,6570,170
977,855,53,53,15,2.88874256,122,18,90586,9286
1106,936,73,73,34,2.73967955,170,20,186203,17129
153,121,12,12,0,0.51811975,32,3,5576,538
407,393,20,20,0,1.47694546,14,7,62011,1589
1544,1624,181,181,50,3.82321832,-80,34,246871,11408
1146,988,74,74,14,4.12262204,158,29,183516,8417
331,303,35,35,0,1.83739879,28,13,8832,665
138,138,10,10,0,0.47661861,0,4,669,47
433,404,28,28,0,0.88528365,29,9,6559,229
123,109,10,10,0,0.30466256,14,3,3452,36
339,295,32,32,0,1.21425476,44,9,94181,5632
3200,3023,289,289,31,9.09771396,177,58,426669,37877
792,757,75,75,55,3.14033515,35,23,4046,3
886,754,50,50,16,1.70327548,132,24,190401,11437
,,,,,,,,10868,114
,,,,,,,,3347,155
7014,5857,847,847,245,16.90023341,1157,258,1369535,71806
,,,,,,,,32013,1248
49,25,4,4,0,0.5352329,24,2,484,0
364,266,58,58,0,1.79071128,98,14,37064,1573
,,,,,,,,2960,87
185,148,23,23,0,0.61067084,37,6,2389,41
,,,,,,,,144,0
50,50,8,8,0,0.60613701,0,0,7479,853
25,25,6,6,0,0.61479449,0,3,1277,136
132,123,12,12,0,0.37282547,9,4,3790,66
,,,,,,,,18,1
158,118,8,8,0,0.4332037,40,3,739,0
237,237,6,6,0,1.23850271,0,2,205,29
578,448,55,55,0,1.40759444,130,8,9780,286
95,76,8,8,0,0.36459985,19,3,8310,436
980,794,77,77,0,3.16415494,186,15,31494,2348
44,44,6,6,0,0.060958903,0,2,2058,313
967,808,93,93,44,3.09114206,159,23,62763,1412
,,,,,,,,1044,0
,,,,,,,,925,0
124,124,8,8,0,0.6886434,0,2,1081,0
,,,,,,,,1885,0
150,150,38,38,0,0.44184476,0,2,1223,0
,,,,,,,,1091,0
296,296,14,14,16,1.34416252,0,5,3428,0
,,,,,,,,672,0
,,,,,,,,623,0
,,,,,,,,2110,0
584,584,135,135,0,1.89818841,0,9,11182,0
43,43,0,0,0,0.38840395,0,0,1929,0
665,665,64,64,0,1.12419289,0,6,6287,0
,,,,,,,,760,0
,,,,,,,,3459,0
233,233,8,8,15,0.54701626,0,2,8574,0
,,,,,,,,991,0
60,60,0,0,0,0.71219176,0,0,2964,0
,,,,,,,,782,0
,,,,,,,,1227,0
216,216,0,0,0,0.81774479,0,0,2161,0
,,,,,,,,959,0
,,,,,,,,1077,0
,,,,,,,,1471,0
,,,,,,,,38,0
,,,,,,,,2988,0
222,222,21,21,0,1.17683409,0,4,1414,0
,,,,,,,,759,0
,,,,,,,,1102,0
,,,,,,,,1828,0
,,,,,,,,1073,0
,,,,,,,,9815,0
,,,,,,,,2672,0
,,,,,,,,821,0
,,,,,,,,908,0
296,296,39,39,0,1.41689655,0,6,2195,0
,,,,,,,,1125,0
,,,,,,,,501,0
,,,,,,,,2121,0
,,,,,,,,1165,0
,,,,,,,,1036,0
0,0,4,4,0,0,0,0,1735,0
,,,,,,,,489,0
,,,,,,,,1377,0
,,,,,,,,1015,0
,,,,,,,,945,0
525,525,28,28,0,1.56468457,0,5,1330,0
,,,,,,,,263,0
,,,,,,,,680,0
158,158,41,41,0,0.40665856,0,2,4277,0
106,106,7,7,0,0.46805376,0,2,1238,0
,,,,,,,,1801,0
,,,,,,,,1202,0
,,,,,,,,2077,0
,,,,,,,,2236,0
,,,,,,,,1598,0
,,,,,,,,554,0
762,762,111,111,22,2.49737793,0,9,5101,0
,,,,,,,,1420,0
,,,,,,,,654,0
,,,,,,,,2637,0
,,,,,,,,1425,0
,,,,,,,,3173,0
232,232,18,18,12,1.11284715,0,4,1754,0
2083,2083,260,260,52,6.9389809,0,24,27351,0
,,,,,,,,1935,0
,,,,,,,,2525,0
,,,,,,,,966,0
,,,,,,,,4657,0
,,,,,,,,5162,0
,,,,,,,,3772,0
,,,,,,,,44535,2275
7,7,1,1,0,0.43835616,0,0,266,0
,,,,,,,,2116,0
130,130,6,6,0,0.26566914,0,2,2278,0
,,,,,,,,786,0
,,,,,,,,1272,0
,,,,,,,,789,0
84,84,11,11,0,0.4783105,0,2,2418,0
,,,,,,,,12646,343
359,323,15,15,0,0.49972433,36,9,59860,3006
129,102,10,10,0,0.41582057,27,3,14659,204
2700,2425,333,333,80,4.90372509,275,47,618518,24714
,,,,,,,,116224,6442
225,158,17,17,0,1.07563722,67,5,29499,2307
25,25,6,6,0,0.31813699,0,2,2928,0
273,204,35,35,0,0.6338172,69,9,11406,485
25,25,4,4,0,0.13205479,0,1,1900,156
721,460,25,25,0,2.3259613,261,18,16922,601
,,,,,,,,1654,0
,,,,,,,,2539,39
364,329,24,24,0,1.59652772,35,8,28381,891
50,0,32,32,0,0,50,0,17730,953
,,,,,,,,1205,84
2130,1830,302,302,80,5.1750066,300,68,51025,755
125,44,12,12,0,0.34324008,81,2,2770,137
82,36,6,6,0,0.21394408,46,2,4492,23
59,48,6,6,0,0.55736303,11,2,9964,198
81,49,6,6,0,0.41694158,32,2,18922,2057
135,102,8,8,0,0.37281761,33,3,6061,576
188,152,18,18,0,0.85629296,36,3,15747,429
79,72,6,6,0,0.29022071,7,2,8436,127
,,,,,,,,11430,188
25,25,4,4,0,0.52879119,0,1,2998,116
,,,,,,,,9123,654
1003,969,135,135,48,2.84636038,34,31,36563,1981
284,330,19,19,0,1.25567701,-46,7,5886,204
2497,1526,150,150,70,5.30140296,971,43,103953,3246
400,332,25,25,18,1.17231887,68,10,8682,103
32,32,6,6,0,0.21934931,0,2,2337,27
782,636,92,92,0,2.77124413,146,23,36925,1627
41,41,4,4,0,0.52796525,0,3,2515,106
119,101,10,10,0,0.39753154,18,3,24351,907
274,208,20,20,0,1.16588959,66,4,10728,343
76,47,9,9,0,0.41777909,29,3,5099,193
,,,,,,,,10665,855
630,603,39,39,0,1.44851887,27,22,45821,1881
124,94,10,10,0,0.20720023,30,2,4212,256
,,,,,,,,8155,72
,,,,,,,,579,77
90,48,7,7,0,0.36894977,42,2,3720,93
169,133,21,21,0,0.40194404,36,5,3449,3
301,266,20,20,0,0.45324457,35,5,12434,191
164,111,20,20,0,0.60492072,53,5,10244,154
2387,2074,144,144,142,4.47783926,313,39,100550,3736
,,,,,,,,7317,25
932,947,49,49,27,2.86058938,-15,32,37961,1302
283,247,17,17,0,0.47971827,36,8,27077,1052
85,43,6,6,0,0.15374324,42,2,2560,0
25,25,4,4,0,0.264,0,2,12047,579
